ダム番号,ダム名,水系名,河川名,都道府県コード,都道府県名
0,湯田貯砂ダム,北上川,和賀川,3,岩手県
0,利根大堰,利根川,利根川,11,埼玉県
0,武蔵水路,－,－,11,埼玉県
0,北千葉導水路,利根川,北千葉導水路,12,千葉県
0,西印旛沼,利根川,,12,千葉県
0,北印旛沼,利根川,,12,千葉県
0,手賀沼,利根川,手賀沼,12,千葉県
0,沈堕取水堰,大野川,大野川,44,大分県
0,皆福地下ダム,－,－,47,沖縄県
0,砂川地下ダム,－,－,47,沖縄県
0,福里地下ダム,－,－,47,沖縄県
0,伊江地下ダム,－,－,47,沖縄県
