ダム番号,ダム名,水系名,河川名,都道府県コード,都道府県名
3019,鎌井谷ダム,香宗川,鎌井谷川,39,高知県
3050,以布利川ダム,以布利川,以布利川,39,高知県
3060,横瀬川ダム,渡川,横瀬川,39,高知県
3178,和食ダム,和食川,和食川,39,高知県
3239,春遠ダム,貝ノ川川,家ノ谷川,39,高知県
3582,ジル蔵池,赤野川,メサイ川,39,高知県
3618,汗見ダム,吉野川,汗見川,39,高知県
3702,早明浦ダム（再）,吉野川,吉野川,39,高知県
2346,金堀谷溜池,矢部川,本分川,40,福岡県
2359,堂作溜池（中）,矢部川,木屋川,40,福岡県
2368,日の岡溜池,遠賀川,泉河内川,40,福岡県
2370,堂作溜池（下）,矢部川,木屋川,40,福岡県
2371,道原ダム,紫川,畑川,40,福岡県
2372,大小溜池,矢部川,北大渕川,40,福岡県
2374,大正池,祓川,光富川,40,福岡県
2375,本入溜池,遠賀川,本入川,40,福岡県
2376,曲渕ダム（元）,室見川,八丁川,40,福岡県
2377,菖蒲谷ダム,赤崎川,赤崎川,40,福岡県
2380,善蔵溜池,矢部川,木屋川,40,福岡県
2382,森樫溜池,矢部川,剣持川,40,福岡県
2383,東谷口池,御笠川,鷲田川,40,福岡県
2385,狸穴溜池,矢部川,剣持川,40,福岡県
2386,スゲタ溜池,矢部川,木屋川,40,福岡県
2387,不動池,雷山川,長野川,40,福岡県
2388,釜底溜池,遠賀川,犬鳴川,40,福岡県
2391,地別当共同池,那珂川,梶原川,40,福岡県
2392,湯の谷溜池,筑後川,曽根田川,40,福岡県
2394,昭和池,朽網川,朽網川,40,福岡県
2395,雷山大溜池,雷山川,雷山川,40,福岡県
2397,本庄池本堤,今川,喜多良川,40,福岡県
2398,本庄池副堤１号,今川,喜多良川,40,福岡県
2399,本庄池副堤２号,今川,喜多良川,40,福岡県
2401,頓田第１ダム（再）,遠賀川,遠賀川,40,福岡県
2402,花宗溜池,矢部川,本分川,40,福岡県
2403,福智山池,遠賀川,福地川,40,福岡県
2404,白木ダム,遠賀川,白木川,40,福岡県
2405,畑ダム,遠賀川,黒川,40,福岡県
2406,笠城ダム,遠賀川,庄司川,40,福岡県
2407,矢方甲池,佐井川,吉富川,40,福岡県
2408,松ヶ江ダム,谷川,谷川,40,福岡県
2409,頓田第２ダム（再）,遠賀川,遠賀川,40,福岡県
2410,日向神ダム,矢部川,矢部川,40,福岡県
2411,松瀬ダム,矢部川,矢部川,40,福岡県
2412,弁城ダム,遠賀川,岩屋川,40,福岡県
2413,力丸ダム,遠賀川,八木山川,40,福岡県
2414,南畑ダム（元）,那珂川,那珂川,40,福岡県
2415,殿川ダム,殿川,殿川,40,福岡県
2416,上ノ河内ダム,上河内川,上河内川,40,福岡県
2417,御清水池,長峡川,内蔵川,40,福岡県
2418,呉ダム,遠賀川,金辺川,40,福岡県
2419,久原ダム,多々良川,多々良川,40,福岡県
2420,久保白ダム,遠賀川,久保川,40,福岡県
2421,広川防災ダム,筑後川,広川,40,福岡県
2422,油木ダム,今川,今川,40,福岡県
2423,切畑ダム,遠賀川,大分川,40,福岡県
2424,江川ダム,筑後川,小石原川,40,福岡県
2425,ます渕ダム,紫川,紫川,40,福岡県
2426,大佐野ダム,御笠川,大佐野川,40,福岡県
2427,陣屋ダム,遠賀川,中元寺川,40,福岡県
2428,古賀ダム,大根川,谷山川,40,福岡県
2429,脊振ダム,那珂川,那珂川,40,福岡県
2430,寺内ダム,筑後川,佐田川,40,福岡県
2431,尾崎ダム,遠賀川,遠賀川,40,福岡県
2432,遠賀川河口堰,遠賀川,遠賀川,40,福岡県
2433,山神ダム,筑後川,山口川,40,福岡県
2434,筑後大堰,筑後川,筑後川,40,福岡県
2435,山口ダム,長峡川,箕田川,40,福岡県
2436,合所ダム,筑後川,隈上川,40,福岡県
2437,藤波ダム,筑後川,巨瀬川,40,福岡県
2438,小川ダム,城井川,小川,40,福岡県
2439,犬鳴ダム,遠賀川,犬鳴川,40,福岡県
2440,牛頸ダム,御笠川,御笠川,40,福岡県
2441,伊良原ダム,祓川,祓川,40,福岡県
2442,福智山ダム,遠賀川,福地川,40,福岡県
2443,鳴淵ダム,多々良川,多々良川,40,福岡県
2444,瑞梅寺ダム,瑞梅寺川,瑞梅寺川,40,福岡県
2445,猪野ダム,多々良川,多々良川,40,福岡県
2446,長谷ダム,多々良川,長谷川,40,福岡県
2447,大井ダム（再）,釣川,大井川,40,福岡県
2448,久末ダム,西郷川,西郷川,40,福岡県
2449,吉田ダム,釣川,吉田川,40,福岡県
2450,多礼ダム,釣川,四十里川,40,福岡県
2451,南畑ダム（再）,那珂川,那珂川,40,福岡県
2452,五ケ山ダム,那珂川,那珂川,40,福岡県
2453,平成大堰,山国川,山国川,40,福岡県
2751,夜明ダム,筑後川,筑後川,40,福岡県
3028,山口調整池,筑後川,兎ヶ原川,40,福岡県
3049,北谷ダム,御笠川,北谷川,40,福岡県
3062,小石原川ダム,筑後川,小石原川,40,福岡県
3341,曲渕ダム（再）,室見川,八丁川,40,福岡県
3347,須恵ダム,多々良川,須恵川,40,福岡県
3376,大井ダム（元）,釣川,大井川,40,福岡県
3379,久原副ダム,多々良川,多々良川,40,福岡県
3616,河内ダム,板櫃川,板櫃川,40,福岡県
3695,水呑ダム,筑後川,山中川,40,福岡県
2500,新浦ダム,松浦川,和多田川,41,佐賀県
2512,中小場溜池,松浦川,半田川,41,佐賀県
2513,朝月溜池,川原川,川原川,41,佐賀県
2515,厳木川調整池,松浦川,厳木川,41,佐賀県
2521,眉山溜池,松浦川,井手口川,41,佐賀県
2522,北浦溜池,嘉瀬川,祈園川,41,佐賀県
2523,神篭池,筑後川,巨勢川,41,佐賀県
2524,北山ダム,嘉瀬川,嘉瀬川,41,佐賀県
2526,有田ダム,有田川,白川川,41,佐賀県
2527,岸川防災ダム,六角川,今出川,41,佐賀県
2528,河内防災ダム,筑後川,大木川,41,佐賀県
2529,笹原溜池,音成川,音成川,41,佐賀県
2530,花取溜池,西葉川,西葉川,41,佐賀県
2531,万才溜池,石木津川,石木津川,41,佐賀県
2532,七曲溜池,浜川,浜川,41,佐賀県
2533,岩屋川内ダム,塩田川,岩屋川内川,41,佐賀県
2534,大浦ダム,田古里川,田古里川,41,佐賀県
2535,竜門ダム,有田川,広瀬川,41,佐賀県
2536,繁昌ダム,六角川,高橋川,41,佐賀県
2537,六角川河口堰,六角川,六角川,41,佐賀県
2538,八丁ダム,六角川,川原川,41,佐賀県
2539,打上ダム,潟川,潟川,41,佐賀県
2540,伊岐佐ダム,松浦川,左伊岐佐川,41,佐賀県
2541,天ヶ瀬ダム,六角川,瓦川内川,41,佐賀県
2542,古木場ダム,有田川,有田川,41,佐賀県
2543,平木場ダム,松浦川,町田川,41,佐賀県
2544,後川内ダム,有浦川,後川内川,41,佐賀県
2545,厳木ダム,松浦川,厳木川,41,佐賀県
2546,深浦ダム,塩田川,深浦川,41,佐賀県
2547,上倉ダム,田野川,田野新田川,41,佐賀県
2548,赤坂ダム,切本川,座川,41,佐賀県
2549,藤ノ平ダム,有浦川,有浦川,41,佐賀県
2550,天山ダム,六角川,天山川,41,佐賀県
2551,横竹ダム,塩田川,吉田川,41,佐賀県
2552,中木庭ダム,鹿島川,中川,41,佐賀県
2553,嘉瀬川ダム,嘉瀬川,嘉瀬川,41,佐賀県
2554,城原川ダム,筑後川,城原川,41,佐賀県
2555,本部ダム,松浦川,川古川,41,佐賀県
2556,渕の尾ダム（再）,六角川,武雄川,41,佐賀県
2557,庭木ダム,六角川,庭木川,41,佐賀県
2558,矢筈ダム,六角川,六角川,41,佐賀県
2559,狩立ダム,松浦川,狩立川,41,佐賀県
2560,日ノ峯ダム,松浦川,日ノ峯川,41,佐賀県
3053,井手口川ダム,松浦川,井手口川,41,佐賀県
3138,都川内ダム,伊万里川,都川内川,41,佐賀県
3278,永池ダム（再）,六角川,蔵堂入江,41,佐賀県
3586,平木場脇ダム,松浦川,町田川,41,佐賀県
2570,本河内高部ダム（再）,中島川,中島川,42,長崎県
2571,本河内低部ダム（元）,中島川,中島川,42,長崎県
2572,西山ダム（再）,中島川,西山川,42,長崎県
2573,山の田ダム,佐世保川,佐世保川,42,長崎県
2575,山頭溜池,神の川,神の川,42,長崎県
2577,植松溜池,栗谷川,栗谷川,42,長崎県
2578,六条溜池,みのつる川,みのつる川,42,長崎県
2579,鬼取溜池,田島川,田島川,42,長崎県
2580,湯河内溜池,方原川,方原川,42,長崎県
2581,江湖溜池,田島川,田島川,42,長崎県
2582,建山溜池,深海川,深海川,42,長崎県
2583,山茶花溜池,田古里川,田古里川,42,長崎県
2584,生月第１池,うこの川,うこの川,42,長崎県
2585,柳原溜池,湯江川,湯江川,42,長崎県
2586,重尾溜池,千鳥川,千鳥川,42,長崎県
2587,犬木溜池,田島川,田島川,42,長崎県
2588,落木場溜池,神の川,神の川,42,長崎県
2589,小ヶ倉ダム,鹿尾川,鹿尾川,42,長崎県
2590,池の上第１溜池,前の川,前の川,42,長崎県
2592,転石ダム,相浦川,久保仁田川,42,長崎県
2593,山ノ神溜池,長里川,長里川,42,長崎県
2596,夏峰溜池,船津川,船津川,42,長崎県
2597,岡溜池,権現川,権現川,42,長崎県
2598,菰田ダム,相浦川,小川内川,42,長崎県
2600,郷美谷池,相浦川,相浦川,42,長崎県
2601,相当ダム,相浦川,牟田川,42,長崎県
2602,大多武溜池,鈴田川,鈴田川,42,長崎県
2603,浦上ダム（再）,浦上川,大井手川,42,長崎県
2605,松山田溜池,調川川,調川川,42,長崎県
2606,郭公尾溜池,竜尾川,寺ノ尾川,42,長崎県
2607,池田ダム（元）,大上戸川,長岡川・城ノ尾川,42,長崎県
2608,川谷ダム,相浦川,相浦川,42,長崎県
2609,大根坂ダム,大根坂川,大根坂川,42,長崎県
2610,萱瀬ダム（元）,郡川,郡川,42,長崎県
2611,大川原ダム,大川原川,大川原川,42,長崎県
2612,下の原ダム（元）,小森川,鷹巣川,42,長崎県
2613,別所ダム,千々石川,加持川,42,長崎県
2614,内闇ダム,福江川,福江川,42,長崎県
2615,神浦ダム,神浦川,神浦川,42,長崎県
2616,猫山ダム,日宇川,日宇川,42,長崎県
2617,落矢ダム,落矢川,落矢川,42,長崎県
2618,雪浦ダム,雪浦川,雪浦川,42,長崎県
2619,鶏知ダム,鶏知川,鶏知川,42,長崎県
2620,小ヶ倉ダム,本明川,小ヶ倉川,42,長崎県
2621,福江ダム,福江川,福江川,42,長崎県
2622,梅ノ木ダム,梅の木川,梅の木川,42,長崎県
2623,繁敷ダム,一の河川,一の河川,42,長崎県
2624,江永ダム,小森川,江永川,42,長崎県
2625,仁田ダム,仁田川,飼所川,42,長崎県
2626,当田ダム,当田川,当田川,42,長崎県
2627,重井田ダム,郡川,佐奈河内川,42,長崎県
2628,式見ダム,式見川,式見川,42,長崎県
2629,黒浜ダム,黒浜川,黒浜川,42,長崎県
2630,長与ダム,長与川,長与川,42,長崎県
2631,宇久ダム,未申川,未申川,42,長崎県
2632,中山ダム,子々川川,子々川川,42,長崎県
2633,宮崎ダム,宮崎川,宮崎川,42,長崎県
2634,土師野尾ダム,東大川,楠原川,42,長崎県
2635,鹿尾ダム,鹿尾川,鹿尾川,42,長崎県
2636,勝本ダム,谷江川,後川川,42,長崎県
2637,青方ダム,釣道川,釣道川,42,長崎県
2638,永田ダム,永田川,永田川,42,長崎県
2639,石木ダム,川棚川,石木川,42,長崎県
2641,鳴見ダム,多以良川,二股川,42,長崎県
2642,野々川ダム,川棚川,野々川川,42,長崎県
2643,箕坪ダム,箕坪川,箕坪川,42,長崎県
2644,伊佐ノ浦ダム,伊佐ノ浦川,伊佐ノ浦川,42,長崎県
2645,萱瀬ダム（再）,郡川,郡川,42,長崎県
2646,久吹ダム,久吹川,久吹川,42,長崎県
2647,久留里ダム,久留里川,久留里川,42,長崎県
2648,伊木力ダム,伊木力川,山川内川,42,長崎県
2649,中尾ダム,八郎川,中尾川,42,長崎県
2651,目保呂ダム,仁田川,仁田川,42,長崎県
2927,小浦ダム,小浦川,樫塚川,42,長崎県
2982,浦の川ダム,浦ノ川,浦ノ川,42,長崎県
2989,池田ダム（再）,大上戸川,長岡川・城ノ尾川,42,長崎県
3020,樋口ダム,樋口川,樋口川,42,長崎県
3021,宮ノ川ダム,宮ノ川,宮ノ川,42,長崎県
3022,鷹島ダム,浦田比水路,浦田比水路,42,長崎県
3051,高浜ダム,江川,江川,42,長崎県
3052,船津ダム,船津川,船津川,42,長崎県
3061,本明川ダム,本明川,本明川,42,長崎県
3093,男女岳ダム,谷江川,角川,42,長崎県
3095,つづらダム,小佐々川,つづら川,42,長崎県
3096,野崎ダム,集水路,,42,長崎県
3182,笛吹ダム,志佐川,笛吹川,42,長崎県
3216,本河内低部ダム（再）,中島川,中島川,42,長崎県
3218,桜川ダム,桜川,桜川,42,長崎県
3344,下の原ダム（再）,小森川,鷹巣川,42,長崎県
3375,浦上ダム（元）,浦上川,大井手川,42,長崎県
3595,阿奈田ダム,阿那田川,阿那田川,42,長崎県
3602,神の川ダム,神の川,神の川,42,長崎県
3620,本河内高部ダム（元）,中島川,中島川,42,長崎県
3621,西山ダム（元）,中島川,西山川,42,長崎県
3683,神曽根第2ダム,神曽根川,神曽根川,42,長崎県
2655,大久保溜池,球磨川,鵜川,43,熊本県
2657,大谷ダム,大野川,大谷川,43,熊本県
2660,瀬戸石ダム,球磨川,球磨川,43,熊本県
2661,市房ダム,球磨川,球磨川,43,熊本県
2662,幸野ダム,球磨川,球磨川,43,熊本県
2663,楠浦ダム,方原川,方原川,43,熊本県
2664,天君ダム,緑川,矢形川,43,熊本県
2665,緑川ダム,緑川,緑川,43,熊本県
2666,緑川補助ダム,緑川,緑川,43,熊本県
2667,志岐ダム,志岐川,志岐川,43,熊本県
2668,氷川ダム（元）,氷川,氷川,43,熊本県
2669,大切畑ダム,河道外,,43,熊本県
2670,深迫ダム,河道外,,43,熊本県
2671,内谷ダム,球磨川,五木小川,43,熊本県
2672,油谷ダム,球磨川,油谷川,43,熊本県
2673,教良木ダム,教良木川,祝口川,43,熊本県
2674,清願寺ダム,球磨川,免田川,43,熊本県
2675,竜門ダム,菊池川,迫間川,43,熊本県
2676,亀川ダム,亀川,亀川,43,熊本県
2677,川辺川ダム,球磨川,川辺川,43,熊本県
2681,大蘇ダム,大野川,大蘇川,43,熊本県
2682,石打ダム,波多川,八柳川,43,熊本県
2683,立野ダム,白川,白川,43,熊本県
2684,五和ダム,内野川,古道川,43,熊本県
2686,第１ヤイラギダム,桜川,桜川,43,熊本県
2687,第２ヤイラギダム,桜川,桜川,43,熊本県
2816,桑野内ダム,五ヶ瀬川,五ヶ瀬川,43,熊本県
2983,姫の河内ダム,桜川,姫の河内川,43,熊本県
2984,都呂々ダム,都呂々川,都呂々川,43,熊本県
2994,船津ダム,緑川,緑川,43,熊本県
3054,上津浦ダム,上津浦川,上津浦川,43,熊本県
3139,氷川ダム（再）,氷川,氷川,43,熊本県
3183,路木ダム,路木川,路木川,43,熊本県
3185,五和東部ダム,内野川,横尾川,43,熊本県
3299,西河内ダム,西河内川,西河内川,43,熊本県
2697,新池,富来川,瀬和田川,44,大分県
2717,阿曽田ダム,志生木川,志生木川,44,大分県
2728,吉松新池,安岐川,吉松川,44,大分県
2730,下後野池,伊美川,伊美川,44,大分県
2732,高田池,桂川,桂川,44,大分県
2736,亀の甲池,岐部川,岐部川,44,大分県
2737,乙原ダム,朝見川,乙原川,44,大分県
2738,地蔵原ダム,筑後川,地蔵原川,44,大分県
2740,溜池１号ダム,大野川,山崎川,44,大分県
2741,俵谷溜池,大野川,神馬川,44,大分県
2742,溜池２号ダム,大野川,山崎川,44,大分県
2743,石河内池,竹田川,竹田川,44,大分県
2744,女子畑第二調整池,筑後川,筑後川及び玖珠川,44,大分県
2747,鮎返ダム,朝見川,鮎返川,44,大分県
2750,長湯ダム,大分川,芹川,44,大分県
2752,芹川ダム,大分川,芹川,44,大分県
2753,篠原ダム,大分川,大分川,44,大分県
2755,千倉ダム,筑後川,千倉川,44,大分県
2756,魚ヶ鼻池,向野川,向野川,44,大分県
2757,北川ダム,五ヶ瀬川,北川,44,大分県
2758,志生木ダム,志生木川,志生木川,44,大分県
2759,佐賀関ダム,志生木川,小志生木川,44,大分県
2760,大中尾ダム,番匠川,木立川,44,大分県
2761,小中尾ダム,番匠川,木立川,44,大分県
2762,若杉防災ダム,大分川,白滝川,44,大分県
2763,日出生ダム,駅館川,日出生川,44,大分県
2764,日指ダム,駅館川,山蔵川,44,大分県
2765,深見ダム,駅館川,深見川,44,大分県
2766,大平池,赤坂川,赤坂川,44,大分県
2767,大熊毛池,大熊毛川,大熊毛川,44,大分県
2768,戸保の木ダム,小猫川,轟川,44,大分県
2769,乙見ダム,臼杵川,臼杵川,44,大分県
2770,十玉池,臼野川,臼野川,44,大分県
2771,上池池,竹田津川,竹田津川,44,大分県
2772,直川ダム,番匠川,道の内川,44,大分県
2773,松原ダム（元）,筑後川,筑後川,44,大分県
2774,安岐ダム,安岐川,安岐川,44,大分県
2775,下筌ダム（元）,筑後川,津江川,44,大分県
2776,石場ダム,大野川,三重谷川,44,大分県
2777,高瀬川ダム,筑後川,高瀬川,44,大分県
2778,並石ダム,桂川,都甲川,44,大分県
2779,松木ダム,筑後川,松木川,44,大分県
2780,師田原ダム,大野川,十時川,44,大分県
2781,石山ダム,高山川,船部川,44,大分県
2782,黒沢ダム,番匠川,堅田川,44,大分県
2783,耶馬溪ダム,山国川,山移川,44,大分県
2784,床木ダム,番匠川,床木川,44,大分県
2785,香下ダム,駅館川,妙見川,44,大分県
2786,末広ダム,末広川,末広川,44,大分県
2793,大分川ダム,大分川,七瀬川,44,大分県
2794,青江ダム,青江川,青江川,44,大分県
2795,中の川ダム,末広川,中の川,44,大分県
2796,野田ダム,臼杵川,田井ヶ迫川,44,大分県
2797,下筌ダム（再）,筑後川,津江川,44,大分県
2798,松原ダム（再）,筑後川,筑後川,44,大分県
2799,鍋倉ダム,天村川,天村川,44,大分県
2800,行入ダム,田深川,横手川,44,大分県
2802,大山ダム,筑後川,赤石川,44,大分県
2917,稲葉ダム,大野川,稲葉川,44,大分県
3141,玉来ダム,大野川,玉来川,44,大分県
3142,野津ダム,大野川,垣河内川,44,大分県
3343,久木野尾ダム,八坂川,久木野尾川,44,大分県
3373,大舞ダム,小猫川,大舞川,44,大分県
3383,丸山ダム,桂川,丸山川,44,大分県
3384,小野原ダム,駅館川,日出生川,44,大分県
2803,籾木溜池,大淀川,田野川,45,宮崎県
2804,西郷ダム（元）,耳川,耳川,45,宮崎県
2805,大淀川第二調整池,大淀川,大淀川,45,宮崎県
2806,高岡ダム,大淀川,大淀川,45,宮崎県
2807,山須原ダム（元）,耳川,耳川,45,宮崎県
2808,塚原ダム,耳川,耳川,45,宮崎県
2809,川原ダム,小丸川,小丸川,45,宮崎県
2810,芋洗谷ダム,五ヶ瀬川,芋洗谷川,45,宮崎県
2811,岩屋戸ダム,耳川,耳川,45,宮崎県
2812,星山ダム,五ヶ瀬川,五ヶ瀬川,45,宮崎県
2813,戸崎ダム,小丸川,小丸川,45,宮崎県
2814,松尾ダム,小丸川,小丸川,45,宮崎県
2815,上椎葉ダム,耳川,耳川,45,宮崎県
2817,大内原ダム,耳川,耳川,45,宮崎県
2818,渡川ダム,小丸川,渡川,45,宮崎県
2819,綾南ダム,大淀川,本庄川,45,宮崎県
2820,西畑ダム（元）,五ヶ瀬川,網の瀬川,45,宮崎県
2821,青鹿溜池,平田川,平田川,45,宮崎県
2822,古賀根橋ダム,大淀川,綾北川,45,宮崎県
2823,綾北ダム,大淀川,綾北川,45,宮崎県
2824,諸塚ダム,耳川,柳原川,45,宮崎県
2825,宮の元ダム,耳川,七ツ山川,45,宮崎県
2826,大淀川第一ダム,大淀川,大淀川,45,宮崎県
2827,下赤ダム,五ヶ瀬川,北川,45,宮崎県
2828,杉安ダム,一ツ瀬川,一ツ瀬川,45,宮崎県
2829,一ツ瀬ダム,一ツ瀬川,一ツ瀬川,45,宮崎県
2830,立花ダム,一ツ瀬川,三財川,45,宮崎県
2831,寒川ダム,一ツ瀬川,三財川,45,宮崎県
2832,高鍋防災ダム,小丸川,宮田川,45,宮崎県
2833,岩瀬ダム,大淀川,岩瀬川,45,宮崎県
2834,祝子ダム,五ヶ瀬川,祝子川,45,宮崎県
2835,門川防災ダム,鳴子川,鳴子川,45,宮崎県
2836,東原調整池,一ツ瀬川,長谷川,45,宮崎県
2837,長谷ダム,一ツ瀬川,三納川,45,宮崎県
2838,広沢ダム,大淀川,浦之名川,45,宮崎県
2839,沖田ダム,沖田川,沖田川,45,宮崎県
2840,日南ダム,広渡川,酒谷川,45,宮崎県
2841,瓜田ダム,大淀川,瓜田川,45,宮崎県
2842,田代八重ダム,大淀川,綾北川,45,宮崎県
2843,広渡ダム,広渡川,広渡川,45,宮崎県
2844,天神ダム,大淀川,境川,45,宮崎県
2848,木之川内ダム,大淀川,木之川内川,45,宮崎県
3055,浜砂ダム,五ヶ瀬川,祝子川,45,宮崎県
3067,切原ダム,小丸川,切原川,45,宮崎県
3231,浜ノ瀬ダム,大淀川,岩瀬川,45,宮崎県
3300,大瀬内ダム,小丸川,大瀬内谷川,45,宮崎県
3301,かなすみダム,小丸川,大瀬内谷川,45,宮崎県
3302,石河内ダム,小丸川,小丸川,45,宮崎県
3671,西郷ダム（再）,耳川,耳川,45,宮崎県
3672,山須原ダム（再）,耳川,耳川,45,宮崎県
3673,西畑ダム（再）,五ヶ瀬川,網の瀬川,45,宮崎県
2854,十曽ダム,川内川,十曽川,46,鹿児島県
2855,嶽ダム（元）,高尾野川,野田川,46,鹿児島県
2856,新住用川ダム,住用川,住用川,46,鹿児島県
2857,尾立ダム,安房川,荒川,46,鹿児島県
2858,高尾野ダム,高尾野川,高尾野川,46,鹿児島県
2859,母間ダム,伊宝川,伊宝川,46,鹿児島県
2860,川内川第２ダム,川内川,川内川,46,鹿児島県
2861,鶴田ダム（元）,川内川,川内川,46,鹿児島県
2862,高松ダム,高松川,高松川,46,鹿児島県
2863,高隈ダム,肝属川,串良川,46,鹿児島県
2864,南部ダム,秋利神川,麦野川,46,鹿児島県
2865,西部ダム,ウワナル川,ウワナル川,46,鹿児島県
2866,串木野ダム,五反田川,五反田川,46,鹿児島県
2867,清浦ダム,川内川,樋脇川,46,鹿児島県
2868,高川ダム,米津川,高川,46,鹿児島県
2869,大川ダム（再）,大川,大川,46,鹿児島県
2870,市来ダム,八房川,八房川,46,鹿児島県
2871,御手洗ダム,高尾野川,御手洗川,46,鹿児島県
2872,永吉ダム,永吉川,二俣川,46,鹿児島県
2873,神嶺ダム,亀徳川,亀徳川,46,鹿児島県
2874,竹山ダム,網掛川,宇曽の木川,46,鹿児島県
2875,西之谷ダム,新川,新川,46,鹿児島県
2876,西京ダム,西京川,又延川,46,鹿児島県
2877,伊仙中部ダム,鹿浦川,鹿浦川,46,鹿児島県
2878,輝北ダム,菱田川,大鳥川,46,鹿児島県
2879,鷹巣ダム,小幡川,小幡川,46,鹿児島県
2880,川辺ダム,万之瀬川,万之瀬川,46,鹿児島県
2881,中岳ダム,大淀川,大淀川,46,鹿児島県
2883,嶽ダム（再）,高尾野川,野田川,46,鹿児島県
2884,谷川内ダム,大淀川,谷川内川,46,鹿児島県
2956,松元ダム,永吉川,高田川,46,鹿児島県
2957,須野ダム,須野川,須野川,46,鹿児島県
2985,金峰ダム,万之瀬川,長谷川,46,鹿児島県
3031,荒瀬ダム,肝属川,荒瀬川,46,鹿児島県
3097,大和ダム,大和川,三田川,46,鹿児島県
3155,喜界地下ダム,,,46,鹿児島県
3230,徳之島ダム,秋利神川,秋利神川,46,鹿児島県
3370,東部ダム,面縄川,面縄川,46,鹿児島県
3377,大川ダム（元）,大川,大川,46,鹿児島県
3597,鶴田ダム（再）,川内川,川内川,46,鹿児島県
2885,中城ダム,普天間川,普天間川,47,沖縄県
2886,辺土上原ダム,宜名真川,宜名真川,47,沖縄県
2887,浦底ダム,,浦底川,47,沖縄県
2888,辺名地ダム,大小堀川,大小堀川,47,沖縄県
2889,満川ダム,,真喜屋満川,47,沖縄県
2890,白瀬２号ダム,,白瀬川,47,沖縄県
2891,前原ダム,,我喜屋川,47,沖縄県
2892,白瀬１号ダム,,白瀬川,47,沖縄県
2893,山城ダム,天願川,天願川,47,沖縄県
2894,福地ダム（再）,福地川,福地川,47,沖縄県
2895,新川ダム,新川川,新川川,47,沖縄県
2896,大浦ダム,大浦川,大浦川,47,沖縄県
2897,真栄里ダム,宮良川,宮良川,47,沖縄県
2898,安波ダム,安波川,安波川,47,沖縄県
2899,普久川ダム,安波川,普久川,47,沖縄県
2901,辺野喜ダム,辺野喜川,辺野喜川,47,沖縄県
2902,羽地ダム,羽地大川,羽地大川,47,沖縄県
2903,底原ダム,宮良川,底原川,47,沖縄県
2904,漢那ダム,漢那福地川,漢那福地川,47,沖縄県
2905,金城ダム,安里川,安里川,47,沖縄県
2906,長浜ダム,,長浜川,47,沖縄県
2907,座間味ダム,内川,内川,47,沖縄県
2908,鍋川ダム,,松田鍋川,47,沖縄県
2909,名蔵ダム,名蔵川,ブネラ川,47,沖縄県
2910,真喜屋ダム,真喜屋大川,真喜屋大川,47,沖縄県
2911,倉敷ダム（再）,比謝川,与那原川,47,沖縄県
2934,潟原ダム,慶武原川,慶武原川,47,沖縄県
2935,恩納ダム,新川,新川,47,沖縄県
2937,石垣ダム,宮良川,磯辺川,47,沖縄県
2958,安富祖ダム,安富祖川,安富祖川,47,沖縄県
2965,大保ダム,大保川,大保川,47,沖縄県
2986,宜野座大川ダム,大川,宜野座福地川,47,沖縄県
3100,儀間ダム,儀間川,儀間川,47,沖縄県
3143,我喜屋ダム,中の川,シチフ川,47,沖縄県
3147,金武ダム（再）,億首川,億首川,47,沖縄県
3220,カンジンダム,仲地川,仲地川,47,沖縄県
3224,屋嘉ダム,前田川,前田川,47,沖縄県
3225,クガチャダム,安富祖川,クガチャ川,47,沖縄県
3226,辺野古ダム,辺野古川,辺野古川,47,沖縄県
3291,与勝地下ダム,,,47,沖縄県
3318,当袋川ダム,新川,当袋川,47,沖縄県
3319,久志大川ダム,久志大川,久志大川,47,沖縄県
3322,大保脇ダム,大保川,大保川,47,沖縄県
3340,漢那脇ダム,漢那福地川,漢那福地川,47,沖縄県
3617,安波脇ダム,安波川,安波川,47,沖縄県
3623,倉敷脇ダム（再）,比謝川,与那原川,47,沖縄県
3698,数久田ダム,轟川,轟川,47,沖縄県
